tweet_text,sentiment
vou precis dar afast red soc internet afim cois escol tão começ apert hoj ganh bols pra curs técn ent sempr q pud vou est aqu,1
quer desd ped desculp coleg turm pq amanhã vou est insuport,1
tô vidr bat motel séri boa,1
dev sab diz és vou sab dá pist,1
maravilh cai sempr sent nunc vist escrit,1
1000 cois faz pass 1 seman aind,1
pfft pens test mac p,1
lind jorn,1
tent tbm sei vai resolv divert particip diss d,1
enquant tô aqu torc pra tud faç,1
pass numer ped pra ajud,1
sim man esta garant idl bg cert vai ter guanlin seonh contrat wann one extend enta pra debut outr bg vai dar send btob ta pratic exercit ne,1
elogi port cheg cep melhor mt noit,1
tão magr transform biciclet,1
hahah depreci vou desfaz amizad pra mim par incomod alguém,1
quer mand mens temp,1
quis particip abr link sig regr cub,1
doi f nom,1
ms prefir cl q escond atrás árvor aind pouc via,1
oh p alex ahahah tent amig,1
vot fernand osol mpn vitorkley,1
sdd fom tbm p,1
fras film deu mort 2,1
deu livr dess vid sair nunc ment rol cham vou,1
tav vend cadern escol encontr aqu,1
final mulh velh lot problem pes procur válvul escap obrig aguent aqu quer tod feliz,1
clicksummitpt moment captain planet sal inov,1
real backup whatsapp nao ocup espaç googl driv independ tamanh ilimit,1
mei previst acontec mai 2019 dat lanç the big bang theory seri divert hoj tom consig fech bem ótim histór evolu demal desd começ 1ª tempor,1
venh desist nunc corr tant atr amizad dess jeit tent ped desculp 3 vez maior pesso ia simples ignor qu pert ok perd lind camis pat ia dar aniversári p,1
maríl mendonç bye bye tod cant via lind clip valew país luí,1
acab perd dia cert parab luc ano nov bem bonit pra vc,1
tud bem intenç,1
quinzen quart d,1
demor porqu temp livr faz tá ai d,1
ped mineir envi hoj,1
own q fof bem tud depend cri talv poss ser mans diss depend cri,1
estup ir escol tar lá 30 minut apresent acab vão emb ent tas tod junt,1
tav baix need speed celul pra pass pro pc dp aí aproveit temp pra ouv um cov recom cê chec trabalh mlk car humild talent cov traz paz peit,1
est junt democrac brasil respeit mulh elena elenunc,1
esper q hj n constrang sim divert,1
exam sim abr mão ver result clic aceit ler,1
n sint atropel autocarr,1
olh hipocris diár,1
juli escolh trabalh pra exp fal pra continu tir 910 tô feliz nível q n consig explic,1
niv cheg ganh dron aniversári mostr tud vc,1
elz 10 trabalh ano viol oportun particip projet disciplin faculdad atend mulh vítim viol aqu bh fiq apaixon fod consegu lev voz pra almg,1
lad qu est,1
mai tip auditóri ar condicion,1
outr dia destem ignor,1
pesso feit carn carn com,1
vai ser bem simpl pessoal entr cápsul temp volt pouq um 15 mil ano pá back to the futur colet tud mol fácil reform mus ant ser consum fog,1
oi pod abr dm mim,1
q descobr q menin q tá faz intercâmbi if ta mor cas tia,1
bom dia quer olh tal matér sobr cole candidat aparec ness ele aqu sp,1
sent sexy hoj quer faz sent sexy cam4 porn,1
ya sei sei aind vou fal c otv vou averigu bem situ ant qlq cois,1
tom consci diss ajud,1
hahhahahah ganh empr trabalh d,1
vídeosaté tort tod livr histór fal sobr ótim film vc quis aprend sobr cham cidad boilesen document q própri milit cont faç bom proveit,1
dia sonh dev lembr hj hahah odi,1
nic pic dev ser difícil dm faz sess produt lifestyl pq ter muit atenç tod detalh pra produt ter sent fot mand muuuit sempr pi d,1
oi isabel tud bom poss us tweet post beij,1
bom dia quer dorm aind,1
to tom mó cop refriger fant laranj msm,1
ée tes sim pra ach vai dar cois faz 3 natur outr contr temp aind fiz 1 ja pro sant fic pra prox p,1
ruben tir cois venh agrivauuuuuuuu red soc ahahahah algum signific ahahahah est azar,1
mand link d ah hor cheg né,1
quer ser pesso evolu bom pens sobr futur import outr diz infeliz lix aind chor cois dev vontad morr,1
convers profund twitt fic teor pesso pref est alguém padr alguém real gost est junt pq inst fic bonit,1
cot log plan real prova agost outubr 1994 24 ano tax compost 085 405 dá menos 7aa cdi bat fácil compr cdi hedge cupom camb curt rol mê mê daí mud figur,1
sav bye,1
tô faz unigran camp grand pra form 3 ano 4° ano tô faculdad,1
aê irm lt3 jifet ano vem noix jog junt,1
from to hey gent conhec nunc fal cert pesso maravilh favor mantenh saud yoong ama muit wm,1
restaur celul agor nao consig acess porqu dá err hor ativ pra uso,1
costum faz relax brej,1
quer ronald volt,1
oi lok vó ta surt d,1
ent né bom dia tod,1
gost faz críticasugest sit ach sacan err contraproduc coloc matér relacion novel tag notíc notíc gent esper ler sobr dia dia vid real ficçã p,1
lembrems emot assust red soc,1
mim es gaj lind albuf obrig,1
voltandoo twiit faz tempoo par aqu,1
fal gal saladacult agor spotify,1
pert metrô anhangabaú bem centr mig,1
perd vai lá dorm gay portugu,1
presid tá pres outr sofr impeachment vam continu vot nel,1
gord cring faz quest tod vez pergunt pra tod mund butas carr aond,1
circul oraç qye gent respeit lind,1
fal quer ir,1
manj nad ingl,1
ladob lad b cervej com amp afim,1
vej orgulh currícul vergonh nad nel ach lind fod chei experi maravilh pen pens assim d,1
porqu cert form vc sab capaz suport tud aind sair cabeç ergu err,1
pra alegr dia,1
kevin the voic eh mt top aind bem q mãe eh daqu bsb p,1
aaa assim feliz aniversári atras d vc merec melhor ach,1
perfil chusvecin polab18 interes profes,1
boa tard mar temp ver outon hád cheg natal ópt seman bj,1
tou trist outr vez,1
cert sim quil diz retir cb quis supr preench dat,1
mood hoj lind,1
previs jog hellrais continu esperanç d majornartp,1
víde nov sai daqu pouc fiqu lig d,1
bem vind infern,1
i liked vide clip espec 300 café obrig,1
vou fal vc q nao entr aqu dia,1
prat serv tod mat fom enquant encontr prat cert prefir faz regim,1
fla angeliqu gerard espanol,1
adub chã igual,1
sobek connosc sucess distribu livr aind começám escrev,1
mand mens grup famíl tod ignor dig “nã respond tod gent ver mensagem” começ tud respond,1
fiz muit compr fiq feliz ter compr macbook air 11 put acert tá show demal aqu portabil q precis,1
pq eh mt mt mt mt bom faz,1
hahahahah conseg p hahah,1
ahh sim macap capit amap man p,1
sei cheg ler olh rest mens mand p bel,1
tod bolivari tb diz patriot,1
começ pag impost,1
obrig,1
hoj dia boyfriend,1
lindaaa faz temp vej ador vc,1
faç pra vc graç d,1
um sonh tão divert d ach par assist seri espion ant dorm pq divert acord desesper vár vez hahahh,1
eheh tranquil,1
olh afinal 9 p,1
consig mand dm,1
oi curios peg vag cal acredit númer carr 201501 únic inform localiz,1
meubolsominionsecret cas milit viv cham prim p motel,1
rim pulm menos vai faz falt né p,1
tão fã jg vej alguém tão fã quant pesso muuuit pos dá muit raiv agon ciúm amo gat trendy man mpn joaoguilherm,1
to bem d 9 manhã aind vam aguard d,1
soub dist aind cim mor pert ir faz visit,1
flop partilh vou continu ser import ter saúd,1
imens saúd esper terç dê odei algum dua amig,1
sab sei tip pist,1
lind car ort,1
ent porqu fal 169 jog englob taç europ,1
gost tant pesso post deix notific ativ aaaaaa sshhaisjajsskajj obrig seri sei diz deix ativ rs,1
final músic marshmell temp poss diz assim sim senh salv palm clar bastill inclu d porqu nov álbum tip pl dj reconhec faz melhor in my opinion,1
vai,1
pod est corr melhor dia,1
ja fal es fofit gir simpá tud bom muit felic lt3,1
saudad portug qu dig,1
mt am amass jul so qu dorm grud mim mom ronc famíl feliz 421h n deix dorm,1
tá fic alguém inter to,1
alguém pod mand aí humildad,1
quer diz fot resum amizad,1
ent burr pq sei quant vc dá val amigx quant vc am pesso soub dar val,1
cen acab sempr culp,1
ador qnd vem alguém quer sab trabalh doq,1
ach misailidil entend frankstein,1
sit entr manutenç segund dei ent pesquis,1
lind carr futur tão dist,1
vou pod diz seg líd,1
band rock fam pod faz qualqu cois,1
i liked vide abr nível 11 vei blaz,1
tant iron verdad p,1
aí trabalh vai vot mítu sab 13o salári poi vic curt report víde aind assim dir fak,1
acion dm telefon contat cpf tim ecommerc identifiqu acontec compr retorn,1
romer juc clã sarney edison lob lindemberg far etc fail ch acend esperanç eleico,1
hell gamexp vlw hell gamexp vlw,1
hahahahahahah vai rol ped porqu cas consum gent começ namor dia 29092012 após show brasíl vam comemor 6 ano dia 29092018 show brasíl particip,1
afinal mimh escol começ dia 17,1
pessoal ae sup entend observ,1
ver tom outr banh bem quent aquec,1
oio anj cham dm,1
eheh mãe ta convenc pai irm tasq,1
qu compr 250gb d,1
ótim assunt nov víde,1
descans ment faz medit,1
ah sim faç boa viag manu aproveit bem,1
feliz ter par chor consegu com,1
vou ouv tard d,1
bor faz denunc através planfet col post pont onibu faculdad dexi endereç pra encontr seman ai exig sair cas ning qu né contr pov nao sei manipul pea direit supost ersquerd d,1
ouç músic tod dia sent motiv,1
gost troc fav’,1
grand paix queij ponh queij tud porqu queij melhor qualqu com,1
112 nao aparec pass 20 minut esper aparec 106 entr zapping dá vou pé ginási 30 minut and,1
porr passas algum cois,1
hahahahahaahahahahah kkkkkkkk heheheheheheh rsrsrsrsrsrsrsr jjjjjjj ris d hihihihohoh mand uma pergunt bb,1
jog rápid tô bem feliz ganh maravilh federerxdjokonosporttv,1
melhor alegr ter compartilh,1
vc pod faz east egg pra gal coment aind vai ger engaj víde,1
nunc pq vej madrug,1
sei lá tão obje bem cl pra mim usa port plmdd pesso defici bem apropri,1
pass seman tod com folh tom bast águ frang grelh pra fic jant cas,1
corag enfi agulh si q mãe tom mesm vacin corag p,1
oie tud bem aí srt curt futebol sim torc pra,1
bel juventud caminh mão dad,1
crlh merd fd put,1
ofic real 7 ano pesso aqu vai volt jog bol esport vid gent funç terap anal recomend volt,1
vi tt diss lig,1
lend uma ach pod ter deix clar outr cois vam aprend,1
obrig boa sort fic deu,1
vc lembr lucy q mor rua zoo 64 vi espec,1
xau pat raparig curt semabrig gir eh eh eh gtd,1
repent profund bosqu amo oz comec ont,1
nao gost famíl viu,1
quer ir academ lind ginec pass tod mund frent atend 1h15 hor,1
tô ind méd list lig pokémon ent fic 120 pil,1
espert vislumbr oportun únic ench bols dinh d,1
oh sab deix feliz,1
pizituh highlight 6 nov vide bom d,1
final brasil ta vend red soc lug ond vc fal qu muit gent vai descord vc ach ruim delet pesso fac agor vc arrepend ter add tod mund sent tranquil,1
aaah lindaaaaa ta bem avis sim,1
agor sent cam esper sai,1
pud com únic cois rest vid temak p,1
faz prim ped utiliz códig 205lcxu ganh r2500 real produt aproveit,1
aí muchyy confer atual d,1
apost plen construç peç peç convém malt and descalç local,1
ver rua pod fal cmg viu mord fal c vc boa,1
faz cham tom despert mei dia,1
hinch boc diuuu,1
trech músic fras ferrug,1
mal ach carop bols rest tud favor,1
jamb faz 23 ano hoj leandr faz 25 companh concorr espirit viv tod dia nest cas talv tão espec bast pergunt cá pass esper gost,1
pref est doent,1
págin trist músic aqu sei cert céu hor fest,1
simmmm vári look div sup barat pra desocup guard roup faz troc rest sep pra do,1
abr 1430 tou morr son,1
vai ter fest aqu cas amanhã vou cheg bebu vai ser top rsr,1
ont tip maraton trein louc cas organiz espan varr hor banh aind lav banh pq bombom brig,1
“algum coisa” refir mão,1
loc pra prim prov estud mal pra caralh ai segund deu tud err temp pra estud direit ai tir not boa,1
alguém baix app p assist friend cmg,1
amo quer faz,1
tod sext 100 ex quím maravilh,1
aiii vai saberm vid ter cas pra miimmmm ant ir dar volt d,1
hauahau quas mat tod p,1
entreg esper gost cap mai qual dm,1
séri nat recomend prim tempor barry ótim surpr cômic prend sarcasm pequen detalhessurpr bill had impec hbo quas err viu amig 30min 8 epil rapid ver,1
fal chat fal conoscoajud sit desconect tod disposi mud senh link ger mand email desconect mud senh so consegu acontec,1
fal merd tá vist q fal deix ser tol,1
diss pro pai quer faz tatt simples diss pra mim vai desconsider filh ata legal pod desconsider,1
eit ruim dess app baix áudi víde né dai rol crei boa saíd aind pra celul aind muit memór,1
café país par,1
sei ont prim selc day hoj aind dia 12 ent vai izonestanselcaday,1
eh intenç,1
dia dia ótim obrig pergunt lt3,1
mand ir direç 3 vez caus cen mud turm q fic combin ir lá amanhã dnv n melhor escol q,1
sab ri coment vontad mand pesso ir lasc ent,1
palestr sp dia aniversári escolh pres d,1
cort fati melanc abramn mei tir bol colh gel nad,1
alii ó imag mer ilustr p,1
ent sei pi quer fal p,1
ent vam lá qual propost quer ouv entend,1
satisfeit trein hoj,1
12 parec ter 3,1
falt um 3 pont d,1
demal estud possibil d,1
ahhhh obrig aind to bem comec,1
contat conosc através dest link equip vai ajud rl,1
nunc man kkkkkkkk vári grup antig carreg kpop pra fam apop nunc ajud,1
começ prim program gui eleitor haddad13 fic show,1
pouc fic boa crédit tod,1
legal faz episodi grow,1
né meg curt ehheeh,1
aí outr problem prim problem resolv d vidadedev,1
val bel obrig lembranç car ador mens,1
it espec pubg sent feliz,1
volt ser fazed çaitil hor vag agor enquant mand job fil client p,1
gent vai ver seman né hahahh vc demal apes diss vou mand víde,1
saib sobr particip congress blogdaact event venh visit estand respond quiz ganh brind,1
import pos import livr,1
acab post vide danç pagod outr gur segund etern par pagod td cert ne,1
agor ofic what inst,1
fic boa final époc legal tá cheg d,1
pod exempl gost lug precis fic fal mal frequent simpl assim,1
mesmooo fic doent,1
ign post ent n vi argument tbm,1
obrig desenh inter post tod dia d,1
vou tent nov daqu boc,1
esper ótim diaaasej fort sunexist pesso am demonstr ai caralh mt obrig anj ótim dia ótim seman neném,1
exat mãe result cmg explod,1
tru bonit demoni dentr,1
acrescent aind p gt c,1
tal ida port canal calh fal arranjavas explic combat moniz,1
err cham pra entr cup song ano,1
chamam l lu muit gent aqu,1
tô fud quím,1
convers cm velh perceb mê faz ano termin ensin médi vei parec q ont pass raiv naquel colégi infern,1
prov mim mesm cert sobr troc olh arruin rest seri,1
acredit obrig ver né fals caralh,1
to cobr doi campeonat temp moni trabalh,1
hoj matild vei ter cmg agarr mim diss sandr quer vá emb ent quas hor fech irm vem busc quer vá emb outubr fic cá favor chor pouc,1
olh bast faz uncheck turn thil sit rs acab aind rest read mod menos brows,1
pergunt sobr educaçãoorient sex escol plan govern respond assum ref ideolog gêner falác né cad escolh homemmulh aí sim candidat corrig gtdivers sex dev ser respeit,1
hoj sai nov som losk life’ good,1
baix anim bot pen driv pra tv 1o ep trav tod outr tao rod norm menos prim pc ta deslig,1
fiq pres elev bom dia,1
ah tá assim sim p agor imagin q pouc complic falt pessoal ach q vc td faz ser mascot mto carisma pessoal interag mont gal 3,1
receb 1315 pont deriv mmr baix,1
maestr octavi olh opin nad nunc jamal irá super tempor 1 tru detectiv emmytnt tntbr,1
muit mulh min mergulh apanh amêijo diss ninguém fal,1
sei deu cert ach melhor fic guard fic pens dar fic ness neur loop infinit esquent hor vc ach alguém,1
obrig lomb ferr cutel autor dia 1 2 est cald rainh feir cutel artesan surpr esper si,1
brig car pod ter ctz q recíproc agradeç coraçã paci amizad,1
brig nom complet australopithecu afarensil assil fleury,1
és sup quer conheç ti sup boa amig gost tod gent,1
eba consegu faz total 0 cois hoj,1
compr grup pod ser coloc list ord prefer photocard aleatóri ent chanc consegu membr prefer troc feit acord ord pedidopag ped prim fic ant list,1
pass também sint mó mal ahenfim qu desabaf comig aqu pra ajud,1
dia solt praq palhaç tod dia eh diaaa viv la ousad,1
atual sobr pai aind est grav lev melhor reag medic intervenç respir cont própr nov continu pens posi oraç funcion lt3,1
gost víde neth nenh d fant mund nenh 33,1
vc gost inf ne loc faç log,1
intenç,1
clariss january 15,1
zer sotaqu nordestin diss nunc ia perceb nasc paraíb p,1
gabriel convoc philip ent to mei trist mei feliz,1
carr n peg,1
aaaah né ach q incomod taaant nao melhor p,1
gent felic 4 curt,1
sensac ver liverpool,1
cc qm receb env mim print qdo necess,1
oi gabriel grup vir brasil novembr pass rio jan paul,1
acend luz lig músic alt deix janel port abert morceg sai,1
trech músic fras zé net cristi,1
gat heh obrigadooo,1
tud bem concord discord,1
volt rápid quer começ trein boa companh sej boa companh kik trein difer,1
test p ver tá ind pergunt tá ind sim,1
legal brasil descrimin cerce direit cont opin polít exist ditad doi lad escolh,1
brinc ctg fiqu assim parec conhec,1
francisc diss cabel combin comig i am happy,1
diss ia pag prov log agor tranquil,1
menos consci transp barre muit gent deix ir quest entend fiq feliz,1
tweet pi pronunci sobr assunt outr club,1
11,1
tir doc,1
oi paul bom dia esper poss ter ótim manhã tard noit tod dia vid ilumin tud dobr pra am vam ter amizad sinc cham dm,1
paul abr conheç joã pedr gom pro produç irmã tb ajud aparec agradec patríc reg tb lá and escritóri altur ser feit,1
porém melhor pesso ser “batizada” dos tequil ser novat ganh adesiv acab amass p,1
olh mund pequen conhec elis fim seman d legal campanh vai dar cert,1
boa yukk sucess pra ti,1
animat olh val pen ter olh excessiv pessim relaç pres porqu futur geral pi,1
parabém paneleirot merd,1
orgulh total filhot rit kohl bat pap sobr 4º livr traduz diret japon lembr prim murakam ganh prêmi jabut ness quart 19set japan hous paul,1
atividadesconteúd projet esperapref lembres ajud essenc evoluç rt bem vind d,1
ksksksksksksksksksk anj jur quer sempr esqueç d,1
yess vm encontr la,1
jov vis pret x branc olh outr possibil pod est dorm msm temp bravol vc nad,1
temp pra dar conselh senã peç amanhã clar esper pod ajud,1
to pint tenil diss q nao ia suj ja to tint cabel,1
mt gir simpá ador min trein rem ctg dp nnc nng viu gost dar melhor ctg prefir n diz difícil diz nest moment lulit acompanh,1
epa gost poss faz nad,1
coloqu pra toc vers sav rebaix aprov,1
fal batist bfêf pouc saudad,1
sagit melhor sign,1
eheuhheueheuh sei diss porqu email dest fies 2014 fies,1
4 hor son,1
kkk toa norm obg,1
marin acord anim hoj,1
dól caiu r405 1309,1
kd link ond compr d,1
falt 5 dia pra começ trabalh aaaaa agor vai final,1
mt benten bal nant ae capeq,1
engraç “haha” tip “rind nervoso” d,1
gost desenh,1
encerr hoj farp elei d,1
ué man incri ksk pra começ faz put trabalh bom tant music quant ediç pesso boa ajud conhec fic assim vei,1
descobr ont gre,1
campeã prim turn turn chup gambaz porc peix aqu tricamp mund pass nad p,1
ter aul 08h30 dá,1
faz sonec duart despert,1
faç ped dev ser am delam tant quant ama pouc pra ver assim ia,1
mand dm verif lá,1
otaku orgulh famíl clar pont vist p,1
hahah ia faz coment dev infam deix pra lá p,1
sony veg contr dam cor plz,1
pt ganh gent marc dia casóri,1
apaixon sorrisinhoas bff math aa obrig n faç mín ide d kkk,1
últ vez vi express caval aço novel glob rs propagand exércit continu ness nível vou ter deix segu,1
marcel darw ind banc ciênc,1
pass inst vc sdv,1
ent adelin acredit saudad,1
busc nov boy pra ser amig qdo vir ex p,1
acord agor hor post muit mem minut pra compens,1
gost daquel laranj pux vermelh coral sei bem defin cor us gost ver,1
perd emmy2018 alguém atualiz heh p,1
oh carag vou aí dar uma aul semestr sei ond ir morf,1
jesu coloc cad par cabeç d,1
assunt outr,1
vai ter segund turn segund turn ganh print ai,1
tô mto feliz dess lig,1
parabém aminky séri parabém manol bom ano vid d,1
ok vam lá mt bom text ent vam tent parabém anndksn ok brinc parabém pra pesso conseg control vontad sair soc tod mund dá am car sab mereç 3 amo,1
braç pis bom,1
faç quis,1
sei dá stalk ent rtt bued merd dar trabalh,1
tou fart nao consegu dorm nao descans caralh,1
am mam am,1
desculp to compromet p,1
sim racist perdo man antig mó homofób machista opres leig ide car amadurec assum consequ bol pra frent,1
olá amig compr cont quint feir 9 horasn bolet aprov tud aind cheg cont pod ajud desd agradeç d,1
ter acord ced p ir prim apresent escol t morr,1
passalh dentr trê mes deixa lá aprove enquant acredit,1
bonit log ia sair mãe proib,1
tempor dur hoj p,1
dp fal outr,1
estúp,1
pod convers comig quis,1
acord toss agor consig volt adormec,1
atenç imag us post autor peg googl lightstick aind mão poi vir go temp dur sortei esper compreend,1
adiv acord diab lad,1
deu quis avis ant corr atr vc ja outr ingress gent pass p frent,1
v agr pra abr,1
hai un temp fixéronm unh entrev seri document fal conservación metal subacuá cre estre próx doming,1
ye btw hoodi lind morr ansi ver usal,1
camis pênalt vão acab doid pra troc cruz camis cruz usou 2016 nunc entr resgat ps preç just camis 2 ano atrás clar,1
sempr matér isent parabém profission,1
combin qq cois q viv mto fácil explic,1
levant forç ódi,1
conhec língu internac tod mov prol uni pov exist torn d esperant,1
tá séri escol 2° ano médi aguent,1
obrig vc,1
tbm choc trist nad,1
parab tenh muit saud,1
car put tom marid ment q tom devolv intact vez chup nad demal,1
pouc roup vou fic aind menos,1
ded pé ded ded indic mei anel,1
larg twitt sim,1
amo twitt pq poss desabaf além ser flop ninguém aguent reclam famíl ta aqu pra ver quã quer morr plan pra mat,1
vai porç sup lev val mto pen d,1
gost vídeoass ládeix lik inscrev canal,1
tent alianç centr cham pra convers ide bat alianç fim,1
deix cair calcul 135€ chã ach sai cas hoj,1
fal seri agor q fal eh mto massalembr qnd aqu td mat tav nasc venc concurs d mus tl send rondaag tai ganh mund falt pouc p ser umabait fisioterapeut,1
doid fof,1
sint trist so lembr privilégi namor nen ano fic fel nov nov,1
aparec bt ta final,1
és raparig bem fix sempr pront ajudarobrig tud séri and sempr cham gord obrig,1
lev gost mim crianç sim pouc crianç beij car lt3 crianç pouc d,1
19 mil inscrit obrig gal vem20k,1
prov preconceit apen quer seguranç saúd educ fez film porn gay problem desd respeit crianç pov tá tud bem,1
fost the peopl poa vou morr d,1
rapaz par fum beb d,1
tá fix hoj descobr grand músic obrig youtub,1
ai poi vid bem preench morr poet dev chor,1
nad nad continu aqu inoc ia apresent ksjkksjak,1
criat boa dispos diog parec ter regress d tvi reality loveontoptv,1
nao tô sent bem pra desenh dia tant q saind pouc bug not poss par sonh viv diss problem qualqu vai derrub p,1
olá richard brev enquant pod acompanh palestr outr ediç canal roadsec youtub,1
inf útil agor pra retir chat daquel ser insuport ench sac separad,1
chov troux cap chuv,1
vou dawn,1
calm aind ele pra ganh,1
ser egoist ignor pra apoi alguém escanc ódi contr amig,1
400 hor workshop 250 empreend impact diret execut junt sebra min red min inov rmi sedect direcion,1
marr dav advers val tud,1
boc gost beij tod vid fal tod tranquil q legal,1
nunc li crepúscul p qrooo,1
últ debat guaíb excel esper,1
sim dá pouc efici compens exper nunc pra us cas verdad,1
menstru sempr contest quer desç dem ano pod desc aparec,1
quer pint cabel porqu ne aind trist trist quer sempr faz alg apar,1
alegr tml fot jhop,1
fav desenhov d nad faz ps prova vão fic tod merd,1
boa notic inscrit cade falt má notic vou ter ir serviç académ outr vez porqu pus cade faz min,1
6° cosplay vincent valentin d tir fot demaisssss hoj dou uma ajust vou pra outr event isaudhasu umahoraasquareenixmepatrocin lt3 amo demal aqu fot arthur goulart cosart studi,1
negóci coloc test kkkkk bind,1
histór bonit sent cresç feliz 4 ano pra vc,1
poss ter chanc vid manhã dess sáb mand energ posi d,1
além jog tir dev melhor vid ama rt sab jog ness estil venh xon,1
aind bem q vou p,1
tod mund ode pouc insegur sufici p sofr indiret nao condiz,1
enquant fal marin fal problem portugues,1
oie cê sab canal youtub,1
aaaaaa 5sosf delic,1
grand mestr junt capitã,1
parec bom exercíci criat bem interess complet real p to curi pra ver,1
recent precis dinh interess vend mang aqu cham dm,1
aahhh ent feliz aniversári atras lind tud bom vc conqu tud almej,1
tb poss ensin fal portugu,1
agor dic,1
merec fanfic incr cert pod conquist aind,1
tênil car compr menos 200 prefir gast gadget p,1
receb institu impost rend pag fatur cart,1
sim aind chor chor ded outr,1
trabalh corag report,1
lind mi amig,1
melhor serviç parabém xbox,1
assim agend vam divulg aqu continu acompanh equip,1
faz 1 mê,1
nadi pregunt maurg1,1
cheg receb pesso zel prédi ninguém sab diz sequ preocup devolv val mand outr produt sobr mous ergonom ach mass emb pareç fragil,1
ast mod acum probavel,1
quer ser ik btw pf mat gat thx d,1
cheg ps col vei brind,1
depend event com boa d,1
whit girl probl dia to brig pai to atras pro tramp ent vou ter q fal pra ped caron,1
if r5 isn’t she lovely stevi wond um barulh ant music começ gnt ign,1
plen mê agost 35°c di apanh put viros fri,1
oi gost p oie rs,1
faç text mim pl obrig lt3,1
profes econom diss maquia escrev pequen príncip fal séri,1
númer bb ueheu mand lá,1
escut tbm we on coffe wher are you from we are bulletproof pt1 tbm escut sol cov menin discograf bt merec ser apreci tbm momjin someon lik you tae hug meta hob i lov youjin fool rm jk eh aproveit,1
inclusiv dev irrrr pud clar vai ter alemanh,1
100 científ alguém fal sobr conspiracion d,1
volt vai pro googl podcast d,1
ate lerd represent imposs desist,1
porqu luis hav est aind plantel porqu ónu invert defin ti estrut profiss porqu mand lá cv football manag olh nest indústr ganh mal,1
diss luc fal palavr apen,1
pret continu program quant possível dou muit import prá lug carr y pq deu livr ir pra áre gerenc p,1
infeliz poss faz namor poi adormec p,1
alfabet ingl lev dicion fal rainh anj aniversárioameric,1
ok bem cas banh estaçã lisbo orient papel higién falt mei hor comboi cheg so,1
ok direit pq invé fal simples fing exist melhor ambas part,1
vi stori aind pens quer ir curt bast d,1
boa pesso hoj vai hav stre 2230 fiqu atent stre bomb ai d,1
liç moral titi chril pens bem ant entreg outr pesso,1
vez nome blog ano categor inov tecnolog cont voss vot d,1
feliz aniversári dev tud bom ae doid d,1
deu abenço 12ºdiadojejumdedaniel,1
nad hor fal cad barbar aqu pessoal pux orelh vam aprend junt,1
amanh entr 8h15 vou emb 10h pen ter volt 14h15 mm assim tá bue chill,1
melhor amig sous garant melhor anon bejitosssss,1
alguém sab hor secret amanhã,1
pouc escap 595959,1
conhec vc mizanzuk indic twitt assin tod hoj,1
obrig marc fic feliz boa leit d,1
vlw p deu pra termin fic,1
vê mor afet,1
nada q curs ce faz,1
bolsominion revolt candidat fic med cab daciol cham mentir henriqu meirell lev oprim marin bot lug ser otári pra acredit mentir dess d,1
podcast mass d 99v 189 – guerr consol,1
únic cois deix br ver result mostr confirm aind flameng pass cop brasil falt compet pq um froux,1
menos merd,1
rond rousey roman reing campeã noit vári combat divert val pen assist summersl seman alegr wwe universaltitl,1
qdo volt marc coffe d,1
so quer desabaf vou volt estud,1
nad maranh pres eleg din 1o turn contr famil sarney,1
ai nao sei nao ignor,1
entend agor posicion mom acredit gent ter consci gent ta vot tb porqu gent pod press desd retir dess tópic obje tb defend mour vid nick xd,1
nao quest ser fácil ser branc quest q form nao nad dm independ cor us argument favor nao faz sent,1
test agor poss faz quant quis aind p,1
ai migaaaaa auahuau assim menos deu pro cê entend q tbm tá ness ó uahuah inter send recíproc facilit cois,1
bom dia d jog leag of legend brasil,1
desafi try hard venc vam jog brainw,1
li convid espec louil cas jur x fac pod faz guerr águ cas jur record bom velh temp,1
fiq vontad conhec agor,1
6ta vez hah,1
terminé ver deadpool 2,1
dá cha quent pra nen coloc spray propólil gargant,1
melhor quer bast gir cerebr metad,1
delet cam instagr,1
boa noit únic tard livr,1
sort est inscrit,1
dedic moment pra julg pedr diss show niall lug crianç,1
tret ning vc tret cmg prova vc ta tret so porqu tô lig pra,1
porr to bom hum pra caralh hoj trê prim dua físic sociolog odeiooooo doi profes,1
nunc ouv vou escut ver gost q recom siren sunm ouç am crei irá gost ire ouvil obrig recomend,1
ow hor peç ach doming consig ir,1
vc gat quant vem pra sp poww sp long uahshshh obrigadooooo gentil p,1
consegu dorm manhã noit clar dor cabeç d,1
esper númer tayl sid 4,1
serv pra vc quis convers cham dm,1
argument argument ach sequ ele ont brasil fal pouc venezuel bem vist ó einstein,1
goz derrot contr tondel apes ter perd parec ano nenhum jog lig europ,1
spac fox 430 l term prát 2 mal viag 1 carr bebê 1 berç desmont 1 banh plás 1 nécessa 1 bols cois bebê pratic leg modern,1
vou almoç vc,1
acas acas calç gang,1
obrig tweet curt ajud escolh vot dep feder,1
hoj acord fel esper nad estrag dia,1
amo namor tir part roup frent coleg aul prát,1
eit viol concord tod rebeld,1
ausent daqu temp noil,1
divirtas bom jog hagut,1
definitiv sirv pra trabalh grup,1
poi interess bem agor,1
tom sorvet fic,1
pass rápid hor hj,1
gz ach vc bem legal irmã ador brinc q gent escolh,1
ant banh p acompanh fatalmodel,1
vou confess tav ansi pra lav carr coloc ades elena esper pedradana,1
