user_name	tweet	date	label	day_period
amand_alouise	nesse friozinho tudo oq eu queria era o fondue do outback	2019-07-05 23:23:36+00:00	negativo	night
christtomas	to sonhando com um bk um açaí de 700ml com pão de queijo outback cachorro quente pizza de calabresa	2019-07-03 19:10:07+00:00	negativo	night
lauralfernandes	vsf outback!!!!!! to a 1h tentando falar com vcs e não consigo	2019-06-27 00:13:31+00:00	negativo	overnight
AilynAlves	queria tanto ir no outback amanhã com meus primos e meu dindo, obrigada urfj pelas 182920519294 provas	2019-06-19 03:23:07+00:00	negativo	overnight
_fernandamgr	to aqui morrendo de dieta e brenda querendo ir no outback, merece uns murro	2019-06-18 17:52:13+00:00	negativo	afternoon
VulgoFofo	tô cheio de ódio pqp só esse jantar no outback pra me fazer relaxar	2019-06-14 22:10:15+00:00	negativo	night
GBcerny7	podia fluir o outback com a gata	2019-06-14 20:00:26+00:00	negativo	night
GCeloss	cheguei no outback pra comer fondue e não tem fondue	2019-06-13 22:17:57+00:00	negativo	night
eduardofelipe77	ontem foi ossada, 4 horas na fila do outback	2019-06-13 07:31:54+00:00	negativo	morning
j_gabi06	até agr não conseguir entrar no outback	2019-06-13 00:37:51+00:00	negativo	overnight
victoriavonheld	chegando no outback pra comer fondue e voltando com muita raiva pois não tinha	2019-06-13 00:20:39+00:00	negativo	overnight
alvesmari8	cheguei no outback e não tem fondue	2019-06-12 00:50:47+00:00	negativo	overnight
breenda_diass	meu irmão: vou levar minha namorada pra comer no outback amanhã eu: caracaaa, eu sou sua irmã	2019-06-12 00:02:50+00:00	negativo	overnight
Kaiques2000	pegar esse outback com a gata amanhã, tô pra brincadeira não	2019-06-11 16:55:46+00:00	negativo	afternoon
_2bjsdathay	mais uma tentativa falha de comer o fondue do outback	2019-06-11 00:08:56+00:00	negativo	overnight
good4mari	triste pq ia no outback comer o fondue antes de fazer a tatuagem e aconteceu milhões de coisas no meio tempo q eu tava me arrumando e agora vou ficar sei lá quanto tempo sem comer doce e fritura	2019-06-09 00:44:38+00:00	negativo	overnight
scotelarolizrj	era só um fondue do outback c o amg q eu gosto	2019-06-06 23:41:01+00:00	negativo	night
_2bjsdathay	uma revolta: ir no outback comer o fondue e estar extremamente lotado e com itens em falta	2019-06-06 14:05:41+00:00	negativo	afternoon
lauralonsoliver	vai ter fondue na casa da minha avó em ipanema mas faço questão de ir no do outback sexta feira	2019-06-05 22:14:20+00:00	negativo	night
ygorffc_	quero esse fondue do outback, de preferência os dois!	2019-06-04 21:50:08+00:00	negativo	night
austhral	fui no outback ontem e o fondue estreiou hoje	2019-06-03 15:38:50+00:00	negativo	afternoon
j5joaozinho	qualquer outback é essa palhaçada aos fins-de-semana	2019-05-25 00:50:55+00:00	negativo	overnight
Anabeatrixx1	preciso de uma outback	2019-05-24 02:27:39+00:00	negativo	overnight
silvasarah_	desde o dia 26/01/2017 eu desejo comer a cebola do outback e não consegui ngm pra ir cmg comer esse carai	2019-05-21 00:24:47+00:00	negativo	overnight
pamelaorrtiz	vms pra escola ne ,ja que nao querem me levar no outback	2019-05-20 21:23:39+00:00	negativo	night
Gabrielgb05_	vontade de comer a batata do outback	2019-05-03 07:02:03+00:00	negativo	morning
orafaeldias_	fomos obrigados a ir no outback mesmo	2019-05-02 23:54:34+00:00	negativo	night
nathitst	queria alguem p me levar no outback	2019-05-02 22:40:48+00:00	negativo	night
oficialguima10	acabei de ver o xamã no outback e fiquei paralisado sem conseguir pedir uma ft	2019-04-14 22:31:36+00:00	negativo	night
j1goinup	factz #outbacksteakhouse #stayhumble #stayhungry #freesmoke	2019-04-11 16:15:08+00:00	negativo	afternoon
LetciaO18	estou puta que aquele outback estava cheio	2019-03-29 23:04:29+00:00	negativo	night
mlq_aln	ja acordei boladão mané, minha mãe quer q eu viaje com o meu tio amanhã e ela só vai no sábado e eu nem gosto da mulher do meu tio e sexta meus pais ainda vão no outback	2019-02-27 10:30:49+00:00	negativo	morning
nanaodelas	porra minha mãe trouxe comida do outback pra mim só q a comida é cheia de pimenta	2019-02-10 22:42:31+00:00	negativo	night
checkthisgurl	só quero terminar a minha bateria de exames e fazer logo essa endoscopia pra me atirar num mac and cheese do outback	2019-02-03 22:50:33+00:00	negativo	night
Tamisouza0	pq as pessoas só convidam pra beber ? ninguém fala , vamos marcar pra almoçar, vamos marcar pra ir no mc donald, vamos marcar pra ir no outback	2019-01-29 14:35:05+00:00	negativo	afternoon
Ellenn14	porraaaa,ir no outback em dia de sexta feira é furada,pqp,que lugarzinho cheio	2019-01-05 00:09:45+00:00	negativo	overnight
girizzi7	que outback demorado é esse	2019-01-02 00:07:51+00:00	negativo	overnight
zeus199C4	que raiva, deixei de ir comemorar o niver da minha mãe lá no outback porq tinha q trabalhar	2018-12-19 02:55:12+00:00	negativo	overnight
bringmorebrandy	"no mesmo outback um pai estava massacrado o psicológico da filha, falando alto até a criança de uns 9 anos chorar, por que segundo ele ela agia feito um ""pedreiro"" andava marchando feito um soldado e isso não era coisa de ""mocinha"""	2018-12-04 19:47:09+00:00	negativo	night
emilyycristina	cr, ontem tinha rodízio do outback e eu nem fui	2018-12-02 22:32:01+00:00	negativo	night
Magathiago01	vim no outback aqui no carioca, tá demorando muito mano!	2018-12-02 01:04:27+00:00	negativo	overnight
boapinta_rm	pessoal todo aqui de casa no outback me mandando foto, vtnc	2018-11-25 21:09:26+00:00	negativo	night
morennaagatha	depois que eu chego em casa hebert fica me mandando foto de outback chamando eu quero matar	2018-11-20 23:25:15+00:00	negativo	night
crisbigmarcas	vim comer no park shopping pqp parece até o baile da gaiola lotadao , outback bangu melhor forma	2018-11-20 23:10:10+00:00	negativo	night
LyneSantanna	chamei todo mundo pra ir pro outback ninguém quer ir se fosse pra beber essas kengas iam	2018-11-20 20:37:04+00:00	negativo	night
vbel4_	minha mãe no outback e eu almoçando bife i arroz kkk	2018-11-05 17:53:32+00:00	negativo	afternoon
Yuripequeno1	queria comer no outback mas aquela porra está cheia, tnc	2018-11-03 23:23:29+00:00	negativo	night
damntoledo	queria aquele pãozinho do outback mas to doente demais pra sair de casa	2018-11-02 00:05:12+00:00	negativo	overnight
Inflamousboy	vou levar a amiga que eu gosto no outback e trocar uma idéia com ela	2018-10-31 03:12:54+00:00	negativo	overnight
FeCosta21	tava cheia de vontade de comer no outback ontem e la como sempre com filas	2018-10-25 19:26:11+00:00	negativo	night
KaikyMatiass	amigos pra sextar comigo no outback eu não tenho, foda	2018-10-24 21:09:42+00:00	negativo	night
llevasconcellos	eu tenho ciúmes do meu restaurante preferido outback	2018-10-15 00:50:37+00:00	negativo	overnight
P_assis1	fila do caralho no outback, quase desistindo	2018-10-04 00:19:09+00:00	negativo	overnight
igortj2	gabriela e maluca mane sisma até com a garçonete do outback	2018-09-16 22:46:45+00:00	negativo	night
ClaudioSouzaa7	chamei minha mãe pra ir no outback cmg, a amiga dela chegou chamo ela pra beber, e ela me abandono	2018-09-08 19:50:17+00:00	negativo	night
EFusiki	vontade de ir no mas não tem outback em mogi das cruzes!!! o que acontece, outback? já passou da hora! queria ir rápido lá, não dá pra correr pra sp agora!!! hunf #vempramogioutback #tequiero xd	2018-09-05 16:12:21+00:00	negativo	afternoon
cascaes_mel	chocada que minha irmã e meu pai estão no outback e não me levaram	2018-08-28 22:29:20+00:00	negativo	night
Cleysonfmello	eu aqui no trabalho morrendo de fome e suelen fica me mandando foto dela no outback	2018-08-25 00:23:42+00:00	negativo	overnight
lexxzyt	minha mãe teve a audácia de me ligar agora do outback lá do barra shopping essa hora falando que não vai trazer lanche pq já fechou tudo	2018-08-24 01:21:47+00:00	negativo	overnight
rafaela_avilela	siimm mas eles colocaram o outback pra uma categoria mo nada a ver que a gente ficou em 2º daí não ganhamos	2018-08-22 01:53:12+00:00	negativo	overnight
daestelalima	“estela onde vc está?” -job “ahhhh ia te chamar pra ir no outback” -	2018-08-15 20:26:05+00:00	negativo	night
whatslari	aaaaaa eu tô bem p baixo e desanimada, mas mamãe e bárbara conseguiram me animar p outback	2018-08-02 01:51:33+00:00	negativo	overnight
gliarx	não pode esse fds vamos comemorar aniversário de namoro no outback	2018-08-01 03:58:45+00:00	negativo	overnight
tutuinara	te chamei p jantar vc nem chum p mim possivelmente pq nao foi no outback	2018-07-11 02:07:11+00:00	negativo	overnight
caaribx	que?????? você não disse que era no outback	2018-07-06 15:37:50+00:00	negativo	afternoon
carolcastrooo	minha fatura do cartão de crédito veio um absurdo!! só tem outback, japa, mc donalds e bar do jayme! tudo que deixa pobre e ainda me engordaaa	2018-06-28 22:28:00+00:00	negativo	night
ld15ld15	outback cheião, tive que piar no pizzahut	2018-06-12 22:39:36+00:00	negativo	night
mauro_davi6	fui em 4 outback e todos tava fechado, to boladao na minha razão	2018-06-04 03:53:44+00:00	negativo	overnight
douglassd	não tem pão!!! outback steakhouse in são paulo, sp)	2018-06-01 20:53:50+00:00	negativo	night
F_Agostin	o outback está sem pão australiano!!! agora essa pabllo vittar caminhoneira foi longe demais #grevedoscaminhoneiros	2018-05-30 00:32:39+00:00	negativo	overnight
alex_eduardo	a mesma nova sobremesa #havanathunder #thunder #havana #outbacksteakhouse #outback o excelente doce feito na unidade #sãocaetano e o da #unidadeanáliafranco vms melhorar né, povo? e ainda disseram que estão servindo assim aqui #docedeleite	2018-05-24 23:08:52+00:00	negativo	night
bilacatchau	antes do outback eu já tinha confirmado em 2 compromissos no sabado eu não consigo me dividir em 3 ainda	2018-05-19 17:28:20+00:00	negativo	afternoon
euleticiam	é por isso que eu parei de vim vê a marcely chego aq ela me deixa sozinha e vai pra rua e eu ainda trouxe outback pra ela essa ingrata	2018-05-12 23:26:42+00:00	negativo	night
detailstaehyung	o bts caga dinheiro tao dando outback pras army, gente por favor junta isso tudo de comida e enfia no yoongiiiii	2018-05-12 20:39:07+00:00	negativo	night
hannahcorreav	fui pro recreio pra ir no outback, mas poderia ter ido pro coco mambo e depois ter pego aquela baladinha no infinito q to vendo vários snaps e tá o aço	2018-05-09 06:09:31+00:00	negativo	morning
lecaleleca1	sera q vai cai um braço se todas as pessoas que eu conheço me levarem pra comer no outback e pagarem pra mim	2018-05-01 17:51:16+00:00	negativo	afternoon
RodrigoNarumi	que raiva de mim! perdi meu cupom de promoção do outback nao se pode perder comida ainda mas pro almoço	2018-04-25 03:27:36+00:00	negativo	overnight
maiulIy	tem carne moída dentro do ovo dessa vez o outback foi longe demais	2018-03-20 14:44:00+00:00	negativo	afternoon
vyctor_godoy22	fui no outback mais nem comi muitogrr	2018-02-17 01:55:01+00:00	negativo	overnight
filomentos	ei meu bb parabenssssss!!! aproveita mtmtmt esse dia vc merece tudo de bom desse mundo! quero nosso role do outback logo tô com saudade dos nossos recreios enfim aaaaa vc é mt top mt linda i love u volta pra mim	2018-02-08 13:56:52+00:00	negativo	afternoon
caaribx	eu já te chamei pra ir ao outback, você que não quis	2018-02-02 22:38:35+00:00	negativo	night
CaaPalestrina	quarta foi niver da xofanna e hoje talvez eu ela e as meninas vamos sair pra comemorar, queríamos um outback ? queríamos um outback, maaaaaaaaaas né marília-sp ?????????????	2018-02-02 20:18:12+00:00	negativo	night
_tete_azevedo_	desde as 18h esperando para entrar no outback isso não eh vida não haha	2018-01-31 21:53:43+00:00	negativo	night
rtgsouza	é só eu viajar que rola um outback	2018-01-30 01:07:36+00:00	negativo	overnight
thaivnss	minha prima foi almoçar no outback e não me esperou	2018-01-14 18:56:15+00:00	negativo	night
felipeAssis30	mano ontem shopping lotado nem deu pra comer no outback tive que comer no bk a noite ainda comi biscoito recheado , dieta não teve ontem kk	2018-01-08 14:46:42+00:00	negativo	afternoon
humbertohungria	quando a porra da sua mãe te acorda no auge do sonho: quase conseguindo costela do outback free pro resto da vida	2017-12-19 14:47:55+00:00	negativo	afternoon
ricksonOfici98	aí eu vou e deixo o saco de compras no outback tomar no cu	2017-11-21 01:13:11+00:00	negativo	overnight
jumaffffei	odeio quando meu pai quer fazer economia e temos que jantar no outback	2017-11-05 17:32:25+00:00	negativo	afternoon
mithrezende	onde eu mando sugestão pra mudar a iluminação do outback? kkkk aquelas luzes em cima da mesa acabam com a foto	2017-11-01 02:00:24+00:00	negativo	overnight
mendescarolina7	minha mãe e minha tia foram pro outback e nao me levaram !	2017-10-24 22:00:40+00:00	negativo	night
larisadora27	ninguém quer ir no outback comigo	2017-10-16 19:01:11+00:00	negativo	night
m_passagem	q ódio do outback cheio	2017-09-15 15:51:36+00:00	negativo	afternoon
nascimento_b10	acordei cheio de fome e minha mãe tá lá no outback me mandando foto me gastando	2017-09-11 00:32:07+00:00	negativo	overnight
alex_eduardo	perdi até o apetite nesse #outback #analiafranco	2017-08-28 00:48:47+00:00	negativo	overnight
hiratexx	minha irma ta no outback e fica mandando foto pra mim	2017-08-22 23:10:30+00:00	negativo	night
nathbsantos	tem 1 semana que eu tô pedindo um sorvete pro meu pai e ele não me leva, meu irmão pede pra ir no outback e eles tão lá e eu aqui em casa	2017-08-07 22:48:43+00:00	negativo	night
vicovicovicp	queria um cha da outback	2017-08-04 18:15:02+00:00	negativo	night
MolequeZagueiro	"minha ""família "" foi para o outback, alguém chamou? não, não"	2017-07-22 20:42:14+00:00	negativo	night
pietro_lamberti	"minha mãe foi no outback, foi no cinema ver ""os carros"" e nem me chamou #chateada"	2017-07-22 00:10:26+00:00	negativo	overnight
bellepaiva22	te chamei pra comer no outback que pagava você não tá querendo	2017-07-13 03:38:21+00:00	negativo	overnight
lcqueiroz_	aí a parmê tá muito cheia, fomos pro outback	2017-07-10 23:02:54+00:00	negativo	night
TheJacksonDias	sério, as atendentes do outback até parece que andam de trás para frente em slow motion de tão lentas que são, putz grila	2017-06-20 01:48:39+00:00	negativo	overnight
TheJacksonDias	mano, o outback tá foda pois pedi um vinagrinho a 20 minutos e nenhuma daquelas atendentes trás a porcaria do meu vinagre	2017-06-20 01:44:14+00:00	negativo	overnight
tsrgaryen	só queria ir no outback vou ter q esperar 11 dias ainda	2017-06-13 22:42:32+00:00	negativo	night
luizaolivv	só queria comer no outback	2017-06-11 18:20:38+00:00	negativo	night
luizaolivv	eu queria tanto comer no outback	2017-06-06 21:21:45+00:00	negativo	night
Mathh_Azevedo	se os mlk do grupo desmarcar o outback dnv eu vou bolar mt serio	2017-05-25 12:08:39+00:00	negativo	afternoon
sarahribeiro751	millena e luan foram no outback e nem me chamaram, quero papo com nenhum dos dois	2017-05-19 04:04:52+00:00	negativo	overnight
rodriguessri	quero ir no outback amanhã mas ninguem quer ir comigo	2017-05-12 02:35:57+00:00	negativo	overnight
_ingridmacario	comi um frango no outback que tinha pimenta minha boca tá queimando até agora	2017-05-09 02:35:40+00:00	negativo	overnight
nascimento_b10	minha mãe me acordou perguntando se eu queria ir almoçar no outback eu disse que não agora tô sozinho e ainda bateu o arrependimento	2017-05-07 18:36:47+00:00	negativo	night
LorrayneLorenn1	a fila de espera do outback acaba cmg	2017-05-06 16:06:00+00:00	negativo	afternoon
ThaisMeyrelles	- já já vou no outback tomar um gelo ! problema seu, tomara que a cerveja venha podre	2017-05-04 12:55:59+00:00	negativo	afternoon
elisebaf_	mais uma vez que vou no outback e não como sobremesa	2017-05-02 23:34:16+00:00	negativo	night
nascimento_b10	minha mãe me chamou p outback mais cedo e eu não quis levantar agora o arrependimento tá batendo firme	2017-04-16 18:35:36+00:00	negativo	night
falanony	quando você reserva uma mesa para 30 amigos no outback para comemorar seu aniversário e não vem ninguém	2017-04-13 21:27:38+00:00	negativo	night
azeredoisaa	sábado eduardo vai me levar no outback aí minha dieta	2017-04-07 02:47:29+00:00	negativo	overnight
SantanaaSd	a meta de almoçar no outback deu ruim	2017-03-23 15:45:23+00:00	negativo	afternoon
angelscreamo	demora absurda no aqui do shopping frei caneca #momentooutback	2017-03-19 18:58:07+00:00	negativo	night
carloshmansur	tem que melhorar o atendimento do outback jundiai eim! 1h esperando uma batata e uma cebola péssimo atendimento!	2017-02-27 19:28:09+00:00	negativo	night
coe_mylle	p ficar mais um pouco cmg la no guimaraes o joelho dele tava doendo p crl, agr p ir p outback com a tropa dele, o joelho dele nem doi	2017-02-25 14:46:29+00:00	negativo	afternoon
AndradeLcs_	recebi um convite pra ir no outback dai disse que não vou porque tenho vergonha de comer na frente dos outros #idiotaeu	2017-02-21 15:58:35+00:00	negativo	afternoon
gabriel_fameli	sorte do dia: almocei no outback azar do dia: fui na 25 comprar coisa pro carnaval e nao achei nada legal	2017-02-15 18:43:41+00:00	negativo	night
IngridM_S	paga um almoço pra lindinha no outback e quer virar pra mim e dizer que ta solteiro? ahh num fode né	2017-01-17 00:33:48+00:00	negativo	overnight
dielzinpereira	minha irmã tava no outback e não me chamou #chatiado	2017-01-16 01:10:07+00:00	negativo	overnight
trajano85	essa vida de motorista da rodada não está fácil outback brasil	2016-12-30 23:50:35+00:00	negativo	night
pedrodanieljr	"vim comer um baby ribs a la outback e só encontro um ""não tem"" assim não dá manaus capital steak house)"	2016-12-18 16:52:31+00:00	negativo	afternoon
Fillipeew	sempre quando quero ir no outback, o negócio está cheio	2016-12-09 23:06:29+00:00	negativo	night
vicksratier	quero nem saber de outback	2016-12-03 15:06:46+00:00	negativo	afternoon
_NanaCaldato	que vida minha mãe em rio preto indo passear, comer no outback e eu indo fazer enem, só não xingo porque é mãe	2016-11-05 10:38:38+00:00	negativo	morning
Nauushow	essa porra de outback vive cheio tnc	2016-11-02 23:43:02+00:00	negativo	night
nicolibarrosdia	sem companhia pra ir no outback	2016-10-23 15:09:17+00:00	negativo	afternoon
Lulucarvalho123	n tô acreditando que amanhã vou pro outback mas n consigo comer nada direito	2016-10-21 14:46:09+00:00	negativo	afternoon
lg10_	outback cheião , odeio esperar	2016-10-02 17:52:21+00:00	negativo	afternoon
oliveeirafaela	que ódioooo essa caxumba, meu irmão tá lá no outback e não estou com ele por motivos de não poder sair enquanto n estiver melhor	2016-09-01 22:35:33+00:00	negativo	night
renangcolin	outback steakhouse shopping cidade são paulo	2016-08-09 18:21:01+00:00	negativo	night
_amandapina	vou pro outback ficar feliz e comer, mas tenho que ver essa menina que inferno!! tanto lugar pra essa bosta trabalhar	2016-07-11 18:34:20+00:00	negativo	night
SddsBaiano	meu pai quer ir p outback logo hoje que vou comprar roupa	2016-07-07 10:56:13+00:00	negativo	morning
Divulgarbrasil	juninhomegahertz e leiadivulgarbrasil olha aí ceci_68 outback brasil	2016-07-03 18:37:29+00:00	negativo	night
PHAraujo28	meu pai me liga, e me convida para almoçarmos juntos, lá no outback, para comer aquela costela, e eu tenho que voltar ao detran bolado	2016-06-21 14:24:00+00:00	negativo	afternoon
euciconeli	miguel quase me matou de ódio no outback hoje! parente mimando criança o ódio é de cair o cu da bunda	2016-06-10 03:44:05+00:00	negativo	overnight
marciondjunior	sobre o outback estar lotado e a gente vir parar no kumo vou me pegar com meu coroa e nao vai demorar muito	2016-05-12 23:58:19+00:00	negativo	night
lgomesr_	minha vontade era de ir p academia, mas aí minha familia família decide ir pro outback	2016-04-11 20:51:02+00:00	negativo	night
Rafael__27__	é outback?!	2016-03-24 00:28:49+00:00	negativo	overnight
ludovicesilva	aí vc vem e me manda msm pra falar que está no outback	2016-03-16 17:34:10+00:00	negativo	afternoon
julia_belotte	quero ir no outback mas a fernanda não me responde	2016-03-12 18:49:38+00:00	negativo	night
Leo_Battisti	depois de 2 horas e 30 minutos na fila ( ), conseguimos jantar no outback ( )	2016-03-06 04:00:15+00:00	negativo	overnight
Mjuniioo_	só observo a rebeca nem pra me levar por outback	2016-03-01 23:49:05+00:00	negativo	night
lilastay	não vou no outback	2016-02-26 21:50:21+00:00	negativo	night
julialojulia	so pq hj eu vo almoçal no outback ainda sao 10 pras 11	2016-02-26 13:50:35+00:00	negativo	afternoon
eumichela_	to querendo ir no outback mas senhor gustavo não me responde	2016-02-04 19:21:26+00:00	negativo	night
Danib98_	que isso, cheio de fome e o bgl do outback nao chama logo!	2016-01-12 23:26:42+00:00	negativo	night
MourinhoThiago	fila absurda pra entrar no outback!	2016-01-03 00:42:44+00:00	negativo	overnight
NicedeSousa	pq esperar faz parte! outback steakhouse - in rio de janeiro, rj)	2016-01-02 16:06:12+00:00	negativo	afternoon
ghialexandre	preciso resolver os horarios no servico urgente!! domingo n posso deixar de ir p #outback com pessoal da faculdade	2015-12-14 15:43:29+00:00	negativo	afternoon
beyancass	quarta feira e tem fila pra entrar na fila no outback	2015-11-25 22:33:18+00:00	negativo	night
gabimarottta	"eu poderia estar agora no outback, mas pq não estou? ""ela falou que vc ta repetindo de ano, vai ficar em casa estudando"""	2015-10-03 00:12:17+00:00	negativo	overnight
JoaoGiacomett	outback cheio pra crlh!	2015-10-01 21:26:38+00:00	negativo	night
IngridFacyy	só porq vou sair minha tia me chamou pra jantar com ela no outback	2015-09-07 21:46:24+00:00	negativo	night
Diogenesxs	"minha mãe: ""oq vc vai almoçar??"" ai eu falei ai ela ""ah eu to no outback"" que fdp mano"	2015-08-14 16:46:57+00:00	negativo	afternoon
xandrinhax	e ainda brigou com a esposa que queria ir no outback e ele me promete ha 3 semanas e nao cumpre!!!!!	2015-07-06 15:13:18+00:00	negativo	afternoon
GaabiLobbo	é muita demora outback,	2015-07-03 00:13:24+00:00	negativo	overnight
nathypaulino09	convidar pra curtir um cinema dos um outback ngm queeer rss	2015-06-25 04:56:29+00:00	negativo	overnight
alexandrem2006	sofrendo numa fila de espera eu mereço! outback steakhouse - in brasília, df)	2015-06-21 15:52:32+00:00	negativo	afternoon
biaustregesilo	"-mãe,posso ir ao outback com o guga? ""quando?"" -agora! ""está doida beatriz?"" -eu volto antes das 23:00 mãe ""só se for amanhã,hj n"""	2015-06-18 21:42:27+00:00	negativo	night
peaaga	tá foda arrumar companhia pro outback hj	2015-06-16 19:10:34+00:00	negativo	night
carlosmick7	113 pessoas na nossa frente na fila do outback	2015-06-14 00:30:26+00:00	negativo	overnight
melissahelc_	era uma vez eu ia sair com os migs p cine e dps outback comer porção de batata era uma vez	2015-05-29 19:19:03+00:00	negativo	night
Leo_Kaury	outback do rio sul, uma tremenda merda!	2015-05-10 04:06:01+00:00	negativo	overnight
jusrs_	outback nunca maiss	2015-05-10 00:02:25+00:00	negativo	overnight
geh_ulprist	meu pai ta falando que vai me levar no outback, mas só me enrola	2015-04-29 01:22:03+00:00	negativo	overnight
Calvinoliveira	"""vamo no outback"" ""é o do pãozinho?"" meu irmao sempre fala isso"	2015-04-21 23:35:02+00:00	negativo	night
DayaneferreiraD	vc q não chama pro outback	2015-04-21 03:03:22+00:00	negativo	overnight
bibscoelho	aniver da ca vai tá estoro e eu sentada no outback ah se fudee	2015-04-20 23:12:08+00:00	negativo	night
DuarteCaarol	60 mesas na minha frente no outback vai pro caralho	2015-04-11 00:06:32+00:00	negativo	overnight
nascimento_b10	esse merda de shopping de bangu podia ter um outback	2015-04-02 04:10:23+00:00	negativo	overnight
leticia_parker	felipe é um ordinário msm , veio ver o jogo do barça aqui no outback, e fica me mandando fts	2015-03-18 21:11:27+00:00	negativo	night
gabsnmelo	eu aqui cheia de fome e mayllon ainda me diz q vai comer no outback vontade de matar	2015-03-18 15:10:20+00:00	negativo	afternoon
nadiacesario11	vc me deve um outback!	2015-03-14 15:42:58+00:00	negativo	afternoon
pietrasoaresr	outback com a familia toda pra comemorar o aniversario do pirralho daqui ha uma hora e eu ainda to sem fome do almoço	2015-03-02 21:12:55+00:00	negativo	night
raizarieger	família boa é a que te leva pro outback de dieta, te faz beber água e comer steak e salada e no dia seguinte faz rodízio de pizza	2015-02-26 09:02:37+00:00	negativo	morning
thatamagaa	fui pro outback com minhas amigas e esqueci meu cel no carro do meu bofe! é muito ruim ficar sem cel	2015-02-25 04:14:55+00:00	negativo	overnight
whyparkjmin	minha família demora pra decidir que horas vamos para o outback meu deus	2015-02-16 16:56:13+00:00	negativo	afternoon
taathymessina	tava no outback até agora e não comi nada e logo agora deu fome	2015-02-02 00:26:06+00:00	negativo	overnight
luuupaiva_	to querendo mt ir no outback hj, mas meu namorado só quer ir no cinema	2015-01-30 19:52:06+00:00	negativo	night
biaustregesilo	fui ao outback hj mas n tinha ice tea	2015-01-17 01:55:33+00:00	negativo	overnight
sarahcoelho_	o cara ia pagar meu almoço no outback , meu pai não quis	2015-01-07 23:03:13+00:00	negativo	night
hdupin	sobre outback, 5 mesas na fila de espera e amigos que não chegam nunca:	2014-12-19 20:25:08+00:00	negativo	night
gustavomazetto	outback de terça, lotado ainda man	2014-12-17 02:10:34+00:00	negativo	overnight
SAULODURANS	aqui em fortaleza msm só foi abrir mês passado não sei o que o outback tem contra o norte/nordeste	2014-12-01 20:03:30+00:00	negativo	night
sgabriellalopes	alguém me explica pq o outback ta sempre cheio??	2014-11-16 04:12:31+00:00	negativo	overnight
Brunin_Ribeiro9	ai você tem uma pessoa que se diz sua amiga kkkk mais nem te chama pro outback e ainda manda footo da carne e do choop #julianadomal	2014-11-16 02:43:15+00:00	negativo	overnight
alanasvargas	meeeeeeuuuuu o atendimento do londrina hj tá perfeitamente horrivel!	2014-11-03 00:36:39+00:00	negativo	overnight
Mibuquee	oque estraga o outback e o tempo de espera	2014-10-26 17:45:58+00:00	negativo	afternoon
LauaniAndrade_	eu quero ir no outback meu	2014-10-25 02:47:07+00:00	negativo	overnight
lorena_karolyna	ai seu namorado estar almoçando no outback e nem te chama	2014-10-13 18:02:23+00:00	negativo	night
natfoque	minha irma foi no outback e não me levou	2014-10-06 00:50:18+00:00	negativo	overnight
_dreamlr	to aqui no outback e quero comer lula, mas ninguém me escutou e ninguém pediu minhas lulas #mpn #luan	2014-09-11 22:27:43+00:00	negativo	night
acarolina097	deixei de ir no caralho do outback pra ficar brincando com minha priminha a capeta vai dormir na minha vó cachorra	2014-09-07 02:55:38+00:00	negativo	overnight
mimis2	a única coisa q tem no sem carne é a massa do cardápio infantil poxa assim nem dá pra acompanhar	2014-09-03 12:08:42+00:00	negativo	afternoon
isaabellacosta	morta de fome e tem somento 38, trinta e oito mesas na minha frente isse outback	2014-08-23 00:28:19+00:00	negativo	overnight
iagomatta	igor não quer ir no outback	2014-07-01 21:07:02+00:00	negativo	night
Albert_Elliot	falando em aniversário, eu não faço ideia do que fazer no meu meus amigos querem ir pro outback	2014-06-23 14:58:16+00:00	negativo	afternoon
CastilhoAlyne	minha mãe estava me ligando p me levar no outback e a claro estava fora do ar	2014-06-16 21:34:45+00:00	negativo	night
BelaMartinelli_	meu irmão me liga pra passar trote depois que eu já to irritada perg se quero almoçar no outback porra só quero conseguir dormir	2014-06-13 14:30:25+00:00	negativo	afternoon
yurichocollate	quando venho pro rio ,todo mundo resolve ir para o outback	2014-05-02 18:25:50+00:00	negativo	night
RonyFerraz8	ai eu to em casa passando mal e minha mãe chega com outback pra viagem	2014-04-25 01:34:39+00:00	negativo	overnight
juliagar6	como assim meu pai foi no outback e não me levou?	2014-04-19 22:24:33+00:00	negativo	night
_tlv21	nem deu pra ir no outback hoje, que raiva	2014-04-03 00:00:23+00:00	negativo	overnight
itcamis	"""vou no outback, se vira ai"""	2014-03-14 22:18:28+00:00	negativo	night
rtrindade95	rapaziada do clube indo pro outback e eu tenho que ir pra auto escola	2014-03-11 14:20:17+00:00	negativo	afternoon
furlanettolira	2 horas na fila do outback e ainda não entrei	2014-03-09 02:14:15+00:00	negativo	overnight
ArtGFerreira	to com fomeos cornos nao pediram carne no outback, so batata! #vaosefuder	2014-03-06 02:41:20+00:00	negativo	overnight
bibicars	n consegui trocar meu carregador, nem fiz nd do q queria fzr to fechando a noite aqui no outback	2014-02-10 00:16:25+00:00	negativo	overnight
nandamoreiraa_	o legal é que minha mãe e anna vão pro outback e eu aqui em casa sozinha	2014-02-07 21:20:12+00:00	negativo	night
galhoesgabi	to ha mais de 2 hrs nessa fila do outback vai tomar no cu cara	2014-02-02 22:42:44+00:00	negativo	night
